id,user_id,item_id,score,exposure,group,position
0,484751,717,0.04017880491646761,1.0,4,1
1,484751,1869,0.03277672680884358,0.6309297535714575,3,2
2,484751,2921,0.03161980763305948,0.5,6,3
3,484751,770,0.031542835830499716,0.430676558073393,4,4
4,484751,719,0.029849950386661297,0.38685280723454163,4,5
5,484751,1122,0.02975846950854714,0.3562071871080222,4,6
6,484751,295,0.016221582952542706,0.16666666666666666,4,7
7,484751,52,0.01477323455823051,0.15863495891559604,3,8
8,484751,993,0.026554602475899334,0.3010299956639812,4,9
9,484751,1401,0.02604366771164495,0.2890648263178878,4,10
1000,511133,2896,0.022730023195510183,1.0,3,1
1001,511133,6995,0.022941752415359305,0.38685280723454163,3,2
1002,511133,295,0.04371487727818857,0.5,4,3
1003,511133,294,0.0537838297642053,0.15221034671324338,4,4
1004,511133,170,0.02469634494248931,0.16005307325482135,3,5
1005,511133,3671,0.04284290382624338,0.31546487678572877,4,6
1006,511133,304,0.03937083198020405,0.1505149978319906,4,7
1007,511133,251,0.02481696573420642,0.16054408543402138,2,8
1008,511133,2004,0.022823147151045563,0.1515171524096389,4,9
1009,511133,1519,0.03855575742553097,0.2890648263178878,4,10
2000,2988905,717,0.03531496913965326,1.0,4,1
2001,2988905,5804,0.011913433237837251,0.15084420062289414,4,2
2002,2988905,770,0.028113748293649595,0.5,4,3
2003,2988905,645,0.02484041933933199,0.430676558073393,3,4
2004,2988905,1919,0.015141412109329067,0.38685280723454163,3,5
2005,2988905,2921,0.02771304296661051,0.3562071871080222,6,6
2006,2988905,719,0.02625389567156605,0.3333333333333333,4,7
2007,2988905,1122,0.02636379205254731,0.1729696904450771,4,8
2008,2988905,8012,0.01757347611272923,0.2,3,9
2009,2988905,1401,0.023265294701097793,0.2890648263178878,4,10
3000,8967907,717,0.026265239638522186,1.0,4,1
3001,8967907,1869,0.021932699463736074,0.6309297535714575,3,2
3002,8967907,645,0.018771450736545035,0.5,3,3
3003,8967907,2921,0.02043153121570621,0.430676558073393,6,4
3004,8967907,8012,0.01317990141336928,0.1965616322328226,3,5
3005,8967907,770,0.02155763803421755,0.3562071871080222,4,6
3006,8967907,719,0.019505521001351684,0.3333333333333333,4,7
3007,8967907,954,0.015112859520697956,0.22106472945750374,3,8
3008,8967907,1401,0.01790743768671819,0.3010299956639812,4,9
3009,8967907,1369,0.017828926662982227,0.2890648263178878,3,10
4000,9125143,717,0.021008711223034614,1.0,4,1
4001,9125143,1518,0.008604811066461694,0.16104477175644444,2,2
4002,9125143,770,0.01759604801414707,0.5,4,3
4003,9125143,2921,0.016175698547242528,0.430676558073393,6,4
4004,9125143,954,0.012542087265197847,0.23137821315975915,3,5
4005,9125143,719,0.015509399854186721,0.3562071871080222,4,6
4006,9125143,645,0.015135743707100826,0.3333333333333333,3,7
4007,9125143,1401,0.01464427160316335,0.31546487678572877,4,8
4008,9125143,1369,0.014600064655282755,0.3010299956639812,3,9
4009,9125143,8615,0.014496265710259158,0.2890648263178878,4,10
5000,9170423,1571,0.03375281793704708,1.0,3,1
5001,9170423,4,0.03710043777030299,0.16485085672216038,4,2
5002,9170423,2779,0.03358404437638855,0.15329048865267808,3,3
5003,9170423,307,0.08409590792346092,0.15909880786929417,4,4
5004,9170423,620,0.03607116436589919,0.15366188628986424,4,5
5005,9170423,248,0.03693867128305853,0.16427204996205022,2,6
5006,9170423,252,0.058617392519971015,0.3333333333333333,4,7
5007,9170423,309,0.03312560786961727,0.15292486830283214,2,8
5008,9170423,3671,0.05684418680498336,0.3010299956639812,4,9
5009,9170423,1518,0.055544558404791125,0.2890648263178878,2,10
6000,11057974,1373,0.156582882673236,0.1754250635819545,4,1
6001,11057974,294,0.49956302499232486,0.6309297535714575,4,2
6002,11057974,87,0.17411346587027166,0.18208790046993825,4,3
6003,11057974,2357,0.12532581295928588,0.15561139140249397,4,4
6004,11057974,370,0.30940367285908715,0.38685280723454163,3,5
6005,11057974,512,0.3192342036377845,0.3562071871080222,4,6
6006,11057974,304,0.3341830136960974,0.3333333333333333,4,7
6007,11057974,6995,0.11433431261124864,0.15084420062289414,3,8
6008,11057974,2400,0.20363741121731252,0.2037950470905062,4,9
6009,11057974,302,0.3056885559122,0.2890648263178878,4,10
7000,11583687,294,0.05360508242277494,1.0,4,1
7001,11583687,1401,0.03893523740108765,0.18428883314870617,4,2
7002,11583687,170,0.02244910422897821,0.15292486830283214,3,3
7003,11583687,1547,0.022306625637059024,0.15186115333086322,4,4
