id,user_id,item_id,score,exposure,group,position
0,484751,48915,0.0037259772988513145,0.10084834252163022,4,1
1,484751,16214,0.3467906416441382,0.6309297535714575,3,2
2,484751,43472,0.0036802384164504208,0.10063766096124653,4,3
3,484751,16104,0.003654383538223705,0.10051900746336942,4,4
4,484751,488,0.32057955183969755,0.38685280723454163,3,5
5,484751,16218,0.3120071617861637,0.3562071871080222,4,6
6,484751,9730,0.0036412991740136765,0.10040158694952797,5,7
7,484751,10862,0.0036412766842137253,0.1003869949333126,4,8
8,484751,5075,0.003668247828555898,0.10060788071992315,5,9
9,484751,2966,0.21547914457115502,0.2890648263178878,3,10
1000,511133,28310,0.007950651981356537,0.10048953764693075,3,1
1001,511133,9642,0.007868417356500092,0.10035786744633397,6,2
1002,511133,1571,0.19543819851687508,0.5,3,3
1003,511133,45951,0.18120940559115511,0.430676558073393,4,4
1004,511133,45948,0.17316054115691754,0.10059301993103643,4,5
1005,511133,11975,0.17501432165985525,0.3562071871080222,4,6
1006,511133,17873,0.17874845083985133,0.3333333333333333,2,7
1007,511133,41376,0.008008089084252594,0.31546487678572877,5,8
1008,511133,11,0.00796871263339144,0.10051900746336942,4,9
1009,511133,45950,0.16977841091301296,0.2890648263178878,3,10
2000,2988905,13942,0.0037967607553433943,0.10041619787285722,2,1
2001,2988905,591,0.003957788897829525,0.10084834252163022,4,2
2002,2988905,15326,0.003905399412347737,0.10068247867896918,3,3
2003,2988905,8282,0.0037845810181612273,0.10035786744633397,4,4
2004,2988905,19671,0.003978073186875957,0.10050426294547056,4,5
2005,2988905,7110,0.003873592625347544,0.10090926224398455,4,6
2006,2988905,17896,0.0037749486704092795,0.10054855433824418,4,7
2007,2988905,11737,0.0038550739534315573,0.10034333188799373,3,8
2008,2988905,787,0.003795809470372352,0.10040158694952797,4,9
2009,2988905,41180,0.5485267150656616,0.2890648263178878,3,10
3000,8967907,37121,0.6587885985565833,1.0,2,1
3001,8967907,25441,0.5374961395272357,0.6309297535714575,4,2
3002,8967907,31484,0.006235910470754822,0.10043082774745757,3,3
3003,8967907,5745,0.006292351476914269,0.10056335678610387,4,4
3004,8967907,48273,0.3642718120947944,0.38685280723454163,2,5
3005,8967907,24262,0.006203464738467974,0.1003869949333126,4,6
3006,8967907,39816,0.0063358289595798365,0.1006525805064395,4,7
3007,8967907,18369,0.006420964600795573,0.10083316346166088,4,8
3008,8967907,41719,0.006205869804388058,0.10040158694952797,4,9
3009,8967907,48274,0.3261834057837903,0.2890648263178878,2,10
4000,9125143,20513,0.8789332613583649,1.0,4,1
4001,9125143,2101,0.0066423515061593994,0.10046014452784431,4,2
4002,9125143,12736,0.00667686831405363,0.10044547661763487,4,3
4003,9125143,16676,0.0067353803958204615,0.10050426294547056,4,4
4004,9125143,4018,0.006774824819584454,0.10059301993103643,4,5
4005,9125143,8466,0.006781091753391565,0.1006974574000173,4,6
4006,9125143,7259,0.0066264810921047535,0.10071245594032975,4,7
4007,9125143,36102,0.00664389390363362,0.10041619787285722,3,8
4008,9125143,1494,0.0066931608314431705,0.10051900746336942,4,9
4009,9125143,23847,0.2049199653097521,0.2890648263178878,2,10
5000,9170423,15240,0.010533081862572236,0.10062276104789346,4,1
5001,9170423,40136,0.6649637269862853,0.6309297535714575,2,2
5002,9170423,40135,0.6428956611351205,0.5,4,3
5003,9170423,21954,0.5563647292336464,0.430676558073393,4,4
5004,9170423,1519,0.5508444567848922,0.38685280723454163,4,5
5005,9170423,3671,0.5462348198329412,0.3562071871080222,4,6
5006,9170423,21195,0.010651193592551265,0.10083316346166088,4,7
5007,9170423,18765,0.485422048314604,0.31546487678572877,3,8
5008,9170423,3494,0.010524049858211502,0.10059301993103643,4,9
5009,9170423,21512,0.47305079538076866,0.2890648263178878,2,10
6000,11057974,6985,0.8892795763415794,1.0,4,1
6001,11057974,4563,0.847856335500298,0.6309297535714575,5,2
6002,11057974,13245,0.6990502244469867,0.5,4,3
6003,11057974,7002,0.6233908450581689,0.430676558073393,4,4
6004,11057974,2096,0.5277771053448805,0.38685280723454163,4,5
6005,11057974,8734,0.015389896821069213,0.1003869949333126,4,6
6006,11057974,6986,0.4846448914588506,0.3333333333333333,4,7
6007,11057974,1514,0.45349478983378033,0.31546487678572877,4,8
6008,11057974,1518,0.5059345249133691,0.3010299956639812,2,9
6009,11057974,3639,0.416696962371281,0.2890648263178878,4,10
7000,11583687,120,0.8866283478126344,1.0,4,1
7001,11583687,9444,0.4128098857681885,0.6309297535714575,4,2
7002,11583687,11613,0.0135846147325532,0.10051900746336942,4,3
7003,11583687,1378,0.013528948113983096,0.10047483152269102,4,4
7004,11583687,10212,0.3618338002961268,0.38685280723454163,6,5
7005,11583687,268,0.3521019435711132,0.3562071871080222,4,6
7006,11583687,295,0.33264002594839553,0.3333333333333333,4,7
7007,11583687,289,0.32927441060236506,0.31546487678572877,5,8
7008,11583687,7934,0.013705796823728463,0.10060788071992315,4,9
7009,11583687,18616,0.3238274649715093,0.2890648263178878,3,10
8000,12110991,24490,0.8165533871527282,1.0,4,1
8001,12110991,8118,0.48818507128942246,0.6309297535714575,4,2
8002,12110991,242,0.383569403126978,0.5,4,3
8003,12110991,12265,0.3786844339599608,0.430676558073393,4,4
8004,12110991,25336,0.01062164216325059,0.10046014452784431,4,5
8005,12110991,24497,0.35084592181074137,0.3562071871080222,3,6
8006,12110991,19744,0.010629608419628591,0.10050426294547056,4,7
8007,12110991,24498,0.3405251344288141,0.31546487678572877,3,8
8008,12110991,27511,0.010573739728527588,0.10034333188799373,2,9
8009,12110991,24493,0.3276336622119439,0.2890648263178878,3,10
9000,12416100,23996,0.015446346890282368,0.10035786744633397,3,1
9001,12416100,3030,0.8040070997982329,0.6309297535714575,3,2
9002,12416100,41376,0.015429378168385362,0.10034333188799373,5,3
9003,12416100,37917,0.01552950980680692,0.10046014452784431,5,4
9004,12416100,14192,0.5213226334596737,0.10040158694952797,4,5
9005,12416100,170,0.5444950156221409,0.3562071871080222,3,6
9006,12416100,6570,0.5163713529496681,0.3333333333333333,4,7
9007,12416100,33778,0.015457523985189129,0.31546487678572877,3,8
9008,12416100,11512,0.4883020014657325,0.3010299956639812,4,9
9009,12416100,6730,0.7160161938610148,0.430676558073393,1,10
10000,13255263,981,0.6717593892768612,1.0,4,1
10001,13255263,13316,0.6369726702163565,0.6309297535714575,4,2
10002,13255263,519,0.6041339538505227,0.5,4,3
10003,13255263,3470,0.01640100298163642,0.10040158694952797,3,4
10004,13255263,13890,0.5559043261051069,0.38685280723454163,6,5
10005,13255263,493,0.49528763543215926,0.3562071871080222,4,6
10006,13255263,36016,0.016371752814954482,0.10035786744633397,4,7
10007,13255263,7831,0.4848912722523385,0.31546487678572877,3,8
10008,13255263,10921,0.016815307055307285,0.10089400169285223,4,9
10009,13255263,3809,0.45311785071654964,0.2890648263178878,3,10
11000,13600360,303,0.7523337298271078,1.0,4,1
11001,13600360,67,0.44922009985019706,0.6309297535714575,4,2
11002,13600360,319,0.3681646286319042,0.5,4,3
11003,13600360,1213,0.359532338506711,0.430676558073393,4,4
11004,13600360,8778,0.3438937036590172,0.38685280723454163,4,5
11005,13600360,31953,0.32780787424439656,0.10037242178020189,4,6
11006,13600360,31955,0.33171347975729903,0.3333333333333333,2,7
11007,13600360,305,0.2724235530139706,0.31546487678572877,4,8
11008,13600360,28034,0.00915197653423672,0.3010299956639812,5,9
11009,13600360,31954,0.2712930545475018,0.2890648263178878,4,10
12000,14435318,38832,0.014379871513574255,0.10090926224398455,4,1
