id,user_id,item_id,score,exposure,group,position
0,484751,2188,0.029664990925116104,0.15292486830283214,3,1
1,484751,26866,0.03974271050070215,0.16794877895704194,2,2
2,484751,26877,0.03978591267653199,0.1686130986895011,2,3
3,484751,8939,0.06729181270535767,0.430676558073393,3,4
4,484751,387,0.06576190188045283,0.38685280723454163,3,5
5,484751,2559,0.04151605802899709,0.1729696904450771,3,6
6,484751,778,0.07042429814564173,0.3333333333333333,4,7
7,484751,2236,0.06591486879561258,0.31546487678572877,4,8
8,484751,3554,0.04264962053348175,0.17629143438888212,3,9
9,484751,2009,0.06387968257521834,0.2890648263178878,4,10
1000,511133,294,0.7819527979466044,1.0,4,1
1001,511133,307,0.7570840206643377,0.6309297535714575,4,2
1002,511133,242,0.4194360371091003,0.27023815442731974,4,3
1003,511133,295,0.6140582550845172,0.430676558073393,4,4
1004,511133,40,0.6080348141459048,0.38685280723454163,4,5
1005,511133,304,0.5883985711823485,0.3562071871080222,4,6
1006,511133,74,0.5532546640977067,0.3333333333333333,4,7
1007,511133,519,0.530653765517436,0.31546487678572877,4,8
1008,511133,231,0.5284284868560801,0.3010299956639812,4,9
1009,511133,2059,0.47459442636428867,0.2890648263178878,5,10
2000,2988905,15175,0.027281651776433477,0.14775011317868608,3,1
2001,2988905,8948,0.03958045964399331,0.16604764621593782,3,2
2002,2988905,26877,0.04022402951756816,0.1686130986895011,2,3
2003,2988905,2559,0.041460602197246614,0.1729696904450771,3,4
2004,2988905,8939,0.06737471074598007,0.38685280723454163,3,5
2005,2988905,387,0.0666252736271781,0.3562071871080222,3,6
2006,2988905,9192,0.04243146531574839,0.3333333333333333,3,7
2007,2988905,2577,0.06822183303489582,0.17718382013555792,4,8
2008,2988905,11846,0.04366324344277595,0.18003132665669264,3,9
2009,2988905,2009,0.06364688154543607,0.2890648263178878,4,10
3000,8967907,248,0.15558849503569744,1.0,2,1
3002,8967907,9506,0.06201885545385331,0.16370565544521568,2,3
3003,8967907,493,0.16335373694366356,0.15957141566993818,4,4
3004,8967907,251,0.1607853374838198,0.1631512196835108,2,5
3005,8967907,307,0.4867577210448779,0.3562071871080222,4,6
3006,8967907,74,0.3776912127657085,0.11879514380082422,4,7
3007,8967907,10201,0.03365005473644404,0.10694112971811918,6,8
3008,8967907,231,0.32079478281398444,0.3010299956639812,4,9
3009,8967907,1213,0.29005027204170913,0.2890648263178878,4,10
7009,8967907,1454,0.16142844858772623,0.2890648263178878,6,10
4000,9125143,13904,0.025953433711249287,1.0,3,1
4001,9125143,26892,0.026131563323490918,0.14555268036201674,2,2
4002,9125143,2053,0.026103705354606994,0.14662371845531108,3,3
4003,9125143,14764,0.026591889531868466,0.430676558073393,3,4
4004,9125143,8615,0.08063084802682295,0.38685280723454163,4,5
4006,9125143,778,0.07014016406688825,0.14987054163194743,4,7
4007,9125143,3554,0.042679901379677074,0.18428883314870617,3,8
4008,9125143,2236,0.061987882356997585,0.3010299956639812,4,9
4009,9125143,387,0.06126774710268778,0.2890648263178878,3,10
8009,9125143,8939,0.06506196273194839,0.2890648263178878,3,10
5000,9170423,294,0.7769351480636608,1.0,4,1
5001,9170423,307,0.7262288726711309,0.6309297535714575,4,2
5002,9170423,546,0.40603433057400107,0.26264953503719357,4,3
5003,9170423,40,0.5997278471826766,0.430676558073393,4,4
5004,9170423,295,0.5900588053623498,0.38685280723454163,4,5
5005,9170423,533,0.25358115551975335,0.1754250635819545,4,6
5006,9170423,74,0.5343758007028373,0.3333333333333333,4,7
5007,9170423,231,0.5145450516883395,0.31546487678572877,4,8
5008,9170423,519,0.5139609600734294,0.3010299956639812,4,9
5009,9170423,2059,0.4675613439817187,0.2890648263178878,5,10
6000,11057974,294,0.98040475957556,1.0,4,1
6001,11057974,307,0.8683963703167875,0.6309297535714575,4,2
6002,11057974,541,0.396288362911057,0.20184908658209985,4,3
6003,11057974,40,0.731846200049238,0.430676558073393,4,4
6004,11057974,295,0.7000491405805336,0.38685280723454163,4,5
6005,11057974,304,0.6619142395848201,0.3562071871080222,4,6
6006,11057974,74,0.6243303946917319,0.3333333333333333,4,7
6007,11057974,231,0.620964336095929,0.31546487678572877,4,8
6008,11057974,519,0.6011954185827256,0.3010299956639812,4,9
6009,11057974,2059,0.5715042142960638,0.2890648263178878,5,10
7000,11583687,294,0.5769093811833101,1.0,4,1
3001,11583687,2059,0.3620735258473545,0.16604764621593782,5,2
7001,11583687,307,0.5672791094961236,0.6309297535714575,4,2
7002,11583687,546,0.32147384384641753,0.2559580248098155,4,3
7003,11583687,295,0.4635493622697114,0.430676558073393,4,4
7004,11583687,40,0.46350151914714643,0.38685280723454163,4,5
7005,11583687,304,0.44873331390457444,0.3562071871080222,4,6
7006,11583687,35,0.13903673259162908,0.1419568500933153,4,7
7007,11583687,519,0.41447139150749146,0.31546487678572877,4,8
7008,11583687,26,0.31935209557229005,0.25,2,9
8000,12110991,294,0.7418744339429997,1.0,4,1
8001,12110991,307,0.7057706946926874,0.6309297535714575,4,2
8002,12110991,242,0.40042333175962375,0.27023815442731974,4,3
8003,12110991,40,0.5767837110634222,0.430676558073393,4,4
8004,12110991,295,0.5741355860371363,0.38685280723454163,4,5
4005,12110991,2059,0.45000201684567415,0.1468999356504447,5,6
8005,12110991,304,0.5495018462867854,0.3562071871080222,4,6
8006,12110991,74,0.5209653898325111,0.3333333333333333,4,7
8007,12110991,519,0.5005735900904686,0.31546487678572877,4,8
8008,12110991,231,0.49767555847962064,0.3010299956639812,4,9
9000,12416100,294,0.9089048104037574,1.0,4,1
9001,12416100,307,0.8147598470326752,0.6309297535714575,4,2
9002,12416100,370,0.49513874654029566,0.2789429456511298,3,3
9003,12416100,40,0.6853956072742806,0.430676558073393,4,4
9004,12416100,295,0.6588201658638727,0.38685280723454163,4,5
9005,12416100,304,0.6248523680743049,0.3562071871080222,4,6
9006,12416100,74,0.5909129361771824,0.3333333333333333,4,7
9007,12416100,231,0.5827094586396052,0.31546487678572877,4,8
9008,12416100,519,0.5698885667932131,0.3010299956639812,4,9
9009,12416100,2059,0.5342531207781095,0.2890648263178878,5,10
10000,13255263,2685,0.04954895722115184,1.0,3,1
10001,13255263,1213,0.2555717857841801,0.27023815442731974,4,2
10002,13255263,12189,0.06818193236221556,0.12309023482255768,2,3
10003,13255263,6059,0.03184262307947932,0.12316877176995558,6,4
10005,13255263,307,0.43027432716026326,0.1061813187687316,4,6
10006,13255263,507,0.06855807024027825,0.10649435645561153,4,7
10007,13255263,5170,0.04657346317102067,0.11345868229591445,2,8
10008,13255263,1055,0.02402494420802731,0.10249518036311538,4,9
10009,13255263,242,0.26075760342370796,0.2890648263178878,4,10
14009,13255263,4139,0.03134269112177981,0.2890648263178878,2,10
11000,13600360,294,0.9145199258566774,1.0,4,1
11001,13600360,307,0.8202342594667505,0.6309297535714575,4,2
11002,13600360,370,0.4977781057889882,0.2789429456511298,3,3
11003,13600360,40,0.689300023883672,0.430676558073393,4,4
11004,13600360,295,0.6626481072079997,0.38685280723454163,4,5
11005,13600360,304,0.6284293173520648,0.3562071871080222,4,6
11006,13600360,74,0.5939568934080114,0.3333333333333333,4,7
11007,13600360,231,0.5858501671165801,0.31546487678572877,4,8
11008,13600360,519,0.5723429025961643,0.3010299956639812,4,9
11009,13600360,2059,0.5376412167026281,0.2890648263178878,5,10
12000,14435318,294,0.8904308112412784,1.0,4,1
12001,14435318,307,0.8031212291987766,0.6309297535714575,4,2
12002,14435318,370,0.4864541547937401,0.2789429456511298,3,3
12003,14435318,40,0.6729311835564172,0.430676558073393,4,4
12004,14435318,1454,0.2759633192759685,0.1754250635819545,6,5
12005,14435318,304,0.6168566886195804,0.3562071871080222,4,6
12006,14435318,74,0.583516094505282,0.3333333333333333,4,7
12007,14435318,231,0.5734082927471517,0.31546487678572877,4,8
12008,14435318,519,0.5626632107656776,0.3010299956639812,4,9
12009,14435318,2059,0.5246184457213374,0.2890648263178878,5,10
13000,15549531,307,0.5938104557683114,1.0,4,1
13001,15549531,294,0.5901204115749678,0.6309297535714575,4,2
13002,15549531,242,0.3467991379103507,0.2789429456511298,4,3
13003,15549531,295,0.48625846085705005,0.430676558073393,4,4
13004,15549531,40,0.4743487593030016,0.38685280723454163,4,5
13005,15549531,304,0.47007765465148565,0.3562071871080222,4,6
13006,15549531,74,0.4464376427722186,0.3333333333333333,4,7
13007,15549531,4577,0.07221088855195489,0.12036100072137051,3,8
13008,15549531,448,0.1317338977401795,0.13870677141314172,4,9
13009,15549531,2059,0.3708493799886658,0.2890648263178878,5,10
14000,17300476,294,0.9178879506082023,1.0,4,1
14001,17300476,307,0.8195275493694791,0.6309297535714575,4,2
14002,17300476,370,0.49914868017342606,0.2789429456511298,3,3
14003,17300476,40,0.6911026814687745,0.430676558073393,4,4
10004,17300476,2059,0.5385659447963483,0.11444145590234722,5,5
14004,17300476,295,0.6627876633026732,0.38685280723454163,4,5
14005,17300476,304,0.6282605146910286,0.3562071871080222,4,6
14006,17300476,74,0.5940761120794372,0.3333333333333333,4,7
14007,17300476,231,0.5870803456940048,0.31546487678572877,4,8
14008,17300476,519,0.5733290320946147,0.3010299956639812,4,9
15000,17517954,4237,0.023418966822238402,1.0,3,1
15001,17517954,20159,0.023854361766447146,0.14308844150498737,3,2
15002,17517954,29515,0.02394463289102647,0.14478295061395816,3,3
15003,17517954,13962,0.03435033181796319,0.14555268036201674,3,4
15004,17517954,8615,0.08051448232927275,0.16999161628691403,4,5
15005,17517954,15928,0.03462662175461806,0.17070727966372012,3,6
15007,17517954,738,0.06160875223569571,0.31546487678572877,4,8
15008,17517954,2188,0.03793767099986566,0.1854490234153689,3,9
15009,17517954,4872,0.054157851521838836,0.2890648263178878,4,10
19009,17517954,8939,0.05727995934645353,0.2890648263178878,3,10
16000,18227588,294,0.9360624387157199,1.0,4,1
16001,18227588,307,0.8400885409075441,0.6309297535714575,4,2
16002,18227588,370,0.5077014575634627,0.2789429456511298,3,3
16003,18227588,40,0.7042057576228293,0.430676558073393,4,4
16004,18227588,295,0.677606128400885,0.38685280723454163,4,5
16005,18227588,304,0.6418419196667892,0.3562071871080222,4,6
16006,18227588,74,0.6062298217508825,0.3333333333333333,4,7
16007,18227588,231,0.5986615558769833,0.31546487678572877,4,8
16008,18227588,519,0.5831971881433561,0.3010299956639812,4,9
16009,18227588,2059,0.5495879680035601,0.2890648263178878,5,10
17000,18907075,1369,0.1246198138380272,0.1408841194731412,3,1
17001,18907075,294,0.46784340540464875,0.6309297535714575,4,2
17002,18907075,242,0.30077382871418673,0.2789429456511298,4,3
17003,18907075,295,0.41410943452757265,0.430676558073393,4,4
17004,18907075,5115,0.030512494156702964,0.10491658571661344,3,5
17005,18907075,6570,0.028676446741669845,0.10392793748812897,4,6
17006,18907075,14509,0.08352546753826214,0.1263760881150453,6,7
17007,18907075,519,0.36761005651376694,0.31546487678572877,4,8
17008,18907075,337,0.024121171145980724,0.10194756369453568,2,9
17009,18907075,2059,0.3028571345477943,0.2890648263178878,5,10
18000,19300375,294,0.9740097561670958,1.0,4,1
18001,19300375,307,0.8647931441870367,0.6309297535714575,4,2
18002,19300375,541,0.39516742886092754,0.20184908658209985,4,3
18003,19300375,40,0.7278203118816562,0.430676558073393,4,4
18004,19300375,295,0.696965122926872,0.38685280723454163,4,5
18005,19300375,304,0.6592263818283219,0.3562071871080222,4,6
18006,19300375,74,0.6218692183053318,0.3333333333333333,4,7
18007,19300375,231,0.6176473085084396,0.31546487678572877,4,8
18008,19300375,519,0.5984445209583957,0.3010299956639812,4,9
18009,19300375,2059,0.5684706817867182,0.2890648263178878,5,10
19000,19661873,26877,0.03965241479917629,0.16794877895704194,2,1
19001,19661873,26866,0.03965417000277382,0.1686130986895011,2,2
19002,19661873,2559,0.04135458339418261,0.1729696904450771,3,3
19003,19661873,8939,0.06697162014989705,0.430676558073393,3,4
19004,19661873,387,0.0653338902605954,0.38685280723454163,3,5
19005,19661873,3554,0.042540902362457965,0.17629143438888212,3,6
15006,19661873,2009,0.06382824097806662,0.3333333333333333,4,7
19006,19661873,778,0.07026251015475908,0.3333333333333333,4,7
19007,19661873,2236,0.06547868534103621,0.31546487678572877,4,8
19008,19661873,13962,0.04294835331846995,0.17905223175104137,3,9
20000,20111928,2188,0.029550554517867957,0.15292486830283214,3,1
20001,20111928,26866,0.03981733839881952,0.16794877895704194,2,2
