,user_id,track_id,rating,item_idx,item,user_idx,user
0,0,0,1,0,746,0,87863719
1,0,850,1,850,2175,0,87863719
2,0,383,1,383,5747,0,87863719
3,0,1367,1,1367,18567,0,87863719
4,0,1656,1,1656,19117,0,87863719
5,0,1767,1,1767,44270,0,87863719
6,0,2677,1,2677,660,0,87863719
7,0,468,1,468,300,0,87863719
8,0,1000,1,1000,18110,0,87863719
9,0,195,1,195,312,0,87863719
10,0,2413,1,2413,13481,0,87863719
11,0,6225,1,6225,10523,0,87863719
12,0,7328,1,7328,44219,0,87863719
13,0,7490,1,7490,4203,0,87863719
14,0,8048,1,8048,44230,0,87863719
15,0,8302,1,8302,39354,0,87863719
16,0,8303,1,8303,44292,0,87863719
17,0,734,1,734,310,0,87863719
18,0,953,1,953,305,0,87863719
19,0,10299,1,10299,20900,0,87863719
20,0,56,1,56,853,0,87863719
21,0,6102,1,6102,13438,0,87863719
22,0,4096,1,4096,302,0,87863719
23,0,13589,1,13589,44228,0,87863719
24,0,12848,1,12848,18582,0,87863719
25,0,2362,1,2362,311,0,87863719
26,0,10265,1,10265,30032,0,87863719
27,0,9115,1,9115,23766,0,87863719
28,0,14786,1,14786,44265,0,87863719
29,0,8492,1,8492,308,0,87863719
30,0,9387,1,9387,11384,0,87863719
31,0,11114,1,11114,27820,0,87863719
32,0,2582,1,2582,1195,0,87863719
33,0,799,1,799,738,0,87863719
34,0,2425,1,2425,813,0,87863719
35,0,68,1,68,744,0,87863719
36,0,17907,1,17907,44249,0,87863719
37,0,132,1,132,304,0,87863719
38,0,18580,1,18580,13507,0,87863719
39,0,407,1,407,306,0,87863719
40,0,19788,1,19788,44243,0,87863719
41,0,2086,1,2086,733,0,87863719
42,0,316,1,316,1174,0,87863719
43,0,800,1,800,313,0,87863719
44,0,526,1,526,1191,0,87863719
45,0,956,1,956,859,0,87863719
46,0,507,1,507,6944,0,87863719
47,0,178,1,178,757,0,87863719
48,0,22543,1,22543,44239,0,87863719
49,0,5765,1,5765,2190,0,87863719
50,0,263,1,263,13970,0,87863719
51,0,2126,1,2126,891,0,87863719
52,0,1302,1,1302,6943,0,87863719
53,0,817,1,817,2268,0,87863719
54,0,25642,1,25642,44242,0,87863719
55,0,4041,1,4041,2325,0,87863719
56,0,3789,1,3789,806,0,87863719
57,0,119,1,119,386,0,87863719
58,0,3531,1,3531,414,0,87863719
59,0,1005,1,1005,788,0,87863719
60,0,2220,1,2220,2349,0,87863719
61,0,15225,1,15225,44255,0,87863719
62,0,3146,1,3146,526,0,87863719
63,0,4300,1,4300,868,0,87863719
64,1,1,1,1,171218,1,796180532
65,1,938,1,938,171223,1,796180532
66,1,1851,1,1851,171224,1,796180532
67,1,2138,1,2138,130168,1,796180532
68,1,2352,1,2352,171220,1,796180532
69,1,657,1,657,25833,1,796180532
70,1,2834,1,2834,171165,1,796180532
71,1,2039,1,2039,3527,1,796180532
72,1,6124,2,6124,171151,1,796180532
73,1,1933,1,1933,24938,1,796180532
74,1,3862,2,3862,16496,1,796180532
75,1,248,1,248,1985,1,796180532
76,1,9617,1,9617,171213,1,796180532
77,1,9953,1,9953,104210,1,796180532
78,1,1153,2,1153,8194,1,796180532
79,1,1898,1,1898,40535,1,796180532
80,1,2226,1,2226,676,1,796180532
81,1,13961,1,13961,171199,1,796180532
82,1,3730,1,3730,6307,1,796180532
83,1,14649,1,14649,171197,1,796180532
84,1,15768,1,15768,171189,1,796180532
85,1,16582,1,16582,171169,1,796180532
86,1,4448,2,4448,35645,1,796180532
87,1,11868,2,11868,16293,1,796180532
88,1,16881,2,16881,157809,1,796180532
89,1,17501,1,17501,171204,1,796180532
90,1,1420,1,1420,9799,1,796180532
91,1,19235,1,19235,171178,1,796180532
92,1,20098,1,20098,153379,1,796180532
93,1,20313,5,20313,171144,1,796180532
94,1,20436,1,20436,35872,1,796180532
95,1,20507,1,20507,122372,1,796180532
96,1,2030,2,2030,3305,1,796180532
97,1,21183,1,21183,19310,1,796180532
98,1,245,1,245,5796,1,796180532
99,1,22462,1,22462,99157,1,796180532
100,1,22594,1,22594,171195,1,796180532
101,1,12709,1,12709,2331,1,796180532
102,1,709,1,709,2581,1,796180532
