,user_id,track_id,rating,item_idx,item,user_idx,user
0,0,0,2,0,1168,0,105089004
1,0,263,1,263,82291,0,105089004
2,0,2320,2,2320,52760,0,105089004
3,0,1549,2,1549,4873,0,105089004
4,0,59,2,59,38443,0,105089004
5,0,367,2,367,1162,0,105089004
6,0,3652,1,3652,35086,0,105089004
7,0,789,5,789,1135,0,105089004
8,0,5124,1,5124,74214,0,105089004
9,0,449,3,449,8168,0,105089004
10,0,5069,1,5069,1543,0,105089004
11,0,1093,2,1093,14201,0,105089004
12,0,7175,1,7175,151355,0,105089004
13,0,1334,2,1334,45825,0,105089004
14,0,3144,1,3144,142597,0,105089004
15,0,681,3,681,14750,0,105089004
16,0,2493,1,2493,3520,0,105089004
17,0,7538,2,7538,10457,0,105089004
18,0,7891,2,7891,8204,0,105089004
19,0,9305,3,9305,4874,0,105089004
20,0,6309,1,6309,22042,0,105089004
21,0,5019,1,5019,11810,0,105089004
22,0,2105,1,2105,814,0,105089004
23,0,974,1,974,4834,0,105089004
24,0,3937,2,3937,11480,0,105089004
25,0,3066,1,3066,11492,0,105089004
26,0,468,3,468,1874,0,105089004
27,0,4661,2,4661,22157,0,105089004
28,0,537,1,537,11431,0,105089004
29,0,12905,1,12905,45897,0,105089004
30,0,13404,2,13404,82286,0,105089004
31,0,3907,2,3907,13623,0,105089004
32,0,11174,2,11174,18663,0,105089004
33,0,2485,2,2485,17301,0,105089004
34,0,3006,2,3006,87793,0,105089004
35,0,80,2,80,366,0,105089004
36,0,2331,1,2331,39046,0,105089004
37,0,15347,2,15347,192596,0,105089004
38,0,1055,3,1055,332,0,105089004
39,0,5054,2,5054,35134,0,105089004
40,0,5581,2,5581,45815,0,105089004
41,0,9909,1,9909,39034,0,105089004
42,0,8602,1,8602,4840,0,105089004
43,0,9537,1,9537,78283,0,105089004
44,0,1949,2,1949,35784,0,105089004
45,0,2691,3,2691,95,0,105089004
46,0,3373,2,3373,11452,0,105089004
47,0,17664,1,17664,192613,0,105089004
48,0,2059,2,2059,4928,0,105089004
49,0,3194,1,3194,45824,0,105089004
50,0,1849,2,1849,22011,0,105089004
51,0,1955,1,1955,35780,0,105089004
52,0,21829,1,21829,107095,0,105089004
53,0,6963,2,6963,4529,0,105089004
54,0,1230,3,1230,333,0,105089004
55,0,5168,2,5168,168019,0,105089004
56,0,112,2,112,336,0,105089004
57,0,968,1,968,66,0,105089004
58,0,1518,2,1518,1133,0,105089004
59,0,1754,4,1754,418,0,105089004
60,0,3118,1,3118,55569,0,105089004
61,0,419,2,419,11435,0,105089004
62,0,71,2,71,2528,0,105089004
63,0,1801,1,1801,355,0,105089004
64,0,21314,1,21314,78311,0,105089004
65,0,2610,1,2610,11458,0,105089004
66,0,10054,4,10054,45840,0,105089004
67,0,13796,2,13796,39455,0,105089004
68,0,4885,2,4885,11451,0,105089004
69,0,13391,1,13391,85448,0,105089004
70,0,1514,2,1514,20649,0,105089004
71,0,301,1,301,2455,0,105089004
72,0,162,3,162,27099,0,105089004
73,0,1629,1,1629,11415,0,105089004
74,0,108,1,108,349,0,105089004
75,0,584,4,584,335,0,105089004
76,0,1601,2,1601,30614,0,105089004
77,1,1,1,1,19899,1,630962296
78,1,850,1,850,1952,1,630962296
79,1,1010,1,1010,3473,1,630962296
80,1,3632,1,3632,369,1,630962296
81,1,4130,1,4130,34445,1,630962296
82,1,4431,1,4431,13285,1,630962296
83,1,1687,1,1687,19256,1,630962296
84,1,6117,1,6117,109546,1,630962296
85,1,6283,1,6283,17549,1,630962296
86,1,6810,1,6810,225392,1,630962296
87,1,6041,1,6041,1618,1,630962296
88,1,783,1,783,4312,1,630962296
89,1,1647,1,1647,1960,1,630962296
90,1,1354,2,1354,18780,1,630962296
91,1,994,1,994,5826,1,630962296
92,1,2361,1,2361,13466,1,630962296
93,1,2312,1,2312,9739,1,630962296
94,1,4579,1,4579,48908,1,630962296
95,1,11576,1,11576,11236,1,630962296
96,1,178,2,178,1883,1,630962296
97,1,8752,1,8752,26247,1,630962296
98,1,631,2,631,9805,1,630962296
99,1,468,1,468,1874,1,630962296
100,1,4728,1,4728,13515,1,630962296
101,1,1833,1,1833,1908,1,630962296
102,1,137,5,137,403,1,630962296
103,1,729,1,729,3339,1,630962296
104,1,3932,3,3932,1932,1,630962296
