,user_id,track_id,rating,item_idx,item,user_idx,user
0,0,0,1,0,29179,0,439336674
1,0,2396,1,2396,119276,0,439336674
2,0,2780,1,2780,237008,0,439336674
3,0,506,1,506,376,0,439336674
4,0,6358,1,6358,237010,0,439336674
5,0,8071,1,8071,11635,0,439336674
6,0,10387,3,10387,236932,0,439336674
7,0,11698,1,11698,236990,0,439336674
8,0,2598,2,2598,1038,0,439336674
9,0,13798,1,13798,236998,0,439336674
10,0,3062,1,3062,1054,0,439336674
11,0,9641,1,9641,147208,0,439336674
12,0,15332,2,15332,20586,0,439336674
13,0,11864,2,11864,9991,0,439336674
14,0,15961,2,15961,236961,0,439336674
15,0,17014,1,17014,236979,0,439336674
16,0,17838,1,17838,236987,0,439336674
17,0,533,1,533,129,0,439336674
18,0,379,2,379,383,0,439336674
19,0,1711,2,1711,1039,0,439336674
20,0,1878,2,1878,9918,0,439336674
21,0,21928,1,21928,237003,0,439336674
22,0,22381,2,22381,45131,0,439336674
23,0,9300,1,9300,1040,0,439336674
24,0,4779,1,4779,10885,0,439336674
25,0,11305,3,11305,1113,0,439336674
26,0,15313,1,15313,15999,0,439336674
27,0,24423,1,24423,237009,0,439336674
28,0,22658,2,22658,27284,0,439336674
29,0,5161,2,5161,12975,0,439336674
30,0,14154,1,14154,7547,0,439336674
31,0,1884,2,1884,1576,0,439336674
32,0,25469,3,25469,150810,0,439336674
33,0,25758,2,25758,27028,0,439336674
34,0,2551,1,2551,7558,0,439336674
35,0,1799,1,1799,1033,0,439336674
36,0,28000,1,28000,101754,0,439336674
37,0,598,2,598,2956,0,439336674
38,0,1112,1,1112,1110,0,439336674
39,1,1,1,1,4069,1,224597862
40,1,864,1,864,28934,1,224597862
41,1,5262,1,5262,109275,1,224597862
42,1,6226,1,6226,224305,1,224597862
43,1,755,1,755,2022,1,224597862
44,1,2525,1,2525,1164,1,224597862
45,1,390,2,390,4063,1,224597862
46,1,209,2,209,2509,1,224597862
47,1,611,1,611,11403,1,224597862
48,1,2957,1,2957,107408,1,224597862
49,1,1000,3,1000,382,1,224597862
50,1,3815,1,3815,731,1,224597862
51,1,1905,1,1905,916,1,224597862
52,1,1933,2,1933,3319,1,224597862
53,1,4489,1,4489,130272,1,224597862
54,1,8844,1,8844,155737,1,224597862
55,1,1606,2,1606,11529,1,224597862
56,1,7839,1,7839,22019,1,224597862
57,1,12364,1,12364,20565,1,224597862
58,1,8772,1,8772,44634,1,224597862
59,1,10012,1,10012,33934,1,224597862
60,1,207,2,207,418,1,224597862
61,1,39,2,39,18805,1,224597862
62,1,1061,1,1061,2455,1,224597862
63,1,18542,1,18542,116286,1,224597862
64,1,4285,1,4285,11740,1,224597862
