,user_id,track_id,rating,item_idx,item,user_idx,user
0,0,0,3,0,2979,0,98805094
1,0,1156,2,1156,7606,0,98805094
2,0,1341,1,1341,20326,0,98805094
3,0,2477,3,2477,20263,0,98805094
4,0,2565,1,2565,2958,0,98805094
5,0,2887,1,2887,2474,0,98805094
6,0,1649,2,1649,2942,0,98805094
7,0,4166,4,4166,16998,0,98805094
8,0,4589,2,4589,20312,0,98805094
9,0,5164,3,5164,20276,0,98805094
10,0,977,2,977,2473,0,98805094
11,0,3611,2,3611,1569,0,98805094
12,0,5857,1,5857,20332,0,98805094
13,0,6570,1,6570,20342,0,98805094
14,0,7487,1,7487,20350,0,98805094
15,0,8088,1,8088,20352,0,98805094
16,0,3875,3,3875,1548,0,98805094
17,0,1045,1,1045,2458,0,98805094
18,0,5547,1,5547,12827,0,98805094
19,0,12837,2,12837,20318,0,98805094
20,0,13383,3,13383,12554,0,98805094
21,0,3909,1,3909,2449,0,98805094
22,0,12666,2,12666,20288,0,98805094
23,0,16254,5,16254,12562,0,98805094
24,0,16641,2,16641,20302,0,98805094
25,0,635,2,635,2953,0,98805094
26,0,5733,1,5733,3294,0,98805094
27,0,17640,2,17640,20314,0,98805094
28,0,18669,1,18669,20335,0,98805094
29,0,18947,1,18947,20340,0,98805094
30,0,18990,3,18990,20277,0,98805094
31,0,18065,1,18065,20336,0,98805094
32,0,7557,2,7557,2967,0,98805094
33,0,20479,2,20479,20290,0,98805094
34,0,1876,1,1876,20339,0,98805094
35,0,21377,2,21377,20308,0,98805094
36,0,19880,3,19880,17007,0,98805094
37,0,4131,2,4131,10803,0,98805094
38,0,22437,2,22437,20280,0,98805094
39,0,3213,2,3213,196,0,98805094
40,0,22904,4,22904,20258,0,98805094
41,0,21039,1,21039,20355,0,98805094
42,0,24705,2,24705,12566,0,98805094
43,0,25234,3,25234,20268,0,98805094
44,0,25710,2,25710,20303,0,98805094
45,0,25832,3,25832,20278,0,98805094
46,0,26047,2,26047,2939,0,98805094
47,0,18611,2,18611,20305,0,98805094
48,0,11970,3,11970,20275,0,98805094
49,0,27086,2,27086,10825,0,98805094
50,0,27300,1,27300,20321,0,98805094
51,0,27655,1,27655,20347,0,98805094
52,0,4402,2,4402,2957,0,98805094
53,0,16580,1,16580,20322,0,98805094
54,0,15049,3,15049,20271,0,98805094
55,1,1,1,1,105718,1,945140960
56,1,732,1,732,16982,1,945140960
57,1,423,5,423,28349,1,945140960
58,1,3364,1,3364,11416,1,945140960
59,1,3821,1,3821,9506,1,945140960
60,1,3438,1,3438,9446,1,945140960
61,1,2273,1,2273,7942,1,945140960
62,1,38,1,38,6346,1,945140960
63,1,5604,1,5604,15908,1,945140960
64,1,79,1,79,11451,1,945140960
65,1,1831,1,1831,11810,1,945140960
66,1,4376,1,4376,4848,1,945140960
67,1,4856,1,4856,9504,1,945140960
68,1,8813,1,8813,16964,1,945140960
69,1,448,1,448,332,1,945140960
70,1,7013,1,7013,1875,1,945140960
71,1,6844,1,6844,9455,1,945140960
72,1,11802,1,11802,6238,1,945140960
73,1,1289,2,1289,16485,1,945140960
74,1,3416,1,3416,78234,1,945140960
75,1,4315,2,4315,18736,1,945140960
76,1,10988,1,10988,9438,1,945140960
77,1,12692,1,12692,112069,1,945140960
78,1,1422,1,1422,11458,1,945140960
79,1,10187,1,10187,21501,1,945140960
80,1,266,1,266,2456,1,945140960
81,1,6080,1,6080,79732,1,945140960
82,1,10848,1,10848,67064,1,945140960
83,1,7114,1,7114,67127,1,945140960
84,1,1415,5,1415,4880,1,945140960
85,1,9,1,9,11415,1,945140960
86,1,1849,1,1849,4873,1,945140960
87,1,17582,1,17582,78246,1,945140960
88,1,565,1,565,16453,1,945140960
89,1,189,1,189,2055,1,945140960
90,1,2352,1,2352,2443,1,945140960
91,1,391,1,391,32541,1,945140960
92,1,307,1,307,5863,1,945140960
93,1,3980,1,3980,16476,1,945140960
94,1,204,1,204,29537,1,945140960
95,1,3215,1,3215,1851,1,945140960
96,1,2209,2,2209,1858,1,945140960
97,1,1453,1,1453,1860,1,945140960
98,1,2552,1,2552,16450,1,945140960
99,1,3155,1,3155,765,1,945140960
100,1,11743,1,11743,21528,1,945140960
101,1,5723,1,5723,6291,1,945140960
102,1,22829,2,22829,105780,1,945140960
103,1,123,2,123,2486,1,945140960
104,1,2900,1,2900,6397,1,945140960
105,1,21669,2,21669,67084,1,945140960
106,1,3516,1,3516,698,1,945140960
107,1,237,1,237,395,1,945140960
108,1,6117,1,6117,4439,1,945140960
109,1,1541,1,1541,1886,1,945140960
110,1,247,1,247,16445,1,945140960
111,1,688,1,688,2455,1,945140960
112,1,464,1,464,382,1,945140960
113,1,356,1,356,386,1,945140960
114,1,5129,1,5129,67128,1,945140960
115,1,6422,2,6422,18828,1,945140960
116,1,8322,1,8322,14581,1,945140960
117,1,731,1,731,4844,1,945140960
118,1,2386,2,2386,13987,1,945140960
119,1,2117,2,2117,16456,1,945140960
120,2,2,2,2,308,2,160462826
121,2,488,1,488,6943,2,160462826
122,2,928,1,928,30835,2,160462826
123,2,435,2,435,80,2,160462826
124,2,1382,1,1382,310,2,160462826
125,2,205,1,205,329,2,160462826
126,2,1148,1,1148,328,2,160462826
127,2,6904,1,6904,38923,2,160462826
128,2,2960,1,2960,897,2,160462826
129,2,101,2,101,392,2,160462826
130,2,581,1,581,311,2,160462826
131,2,11,1,11,758,2,160462826
132,2,3128,1,3128,778,2,160462826
133,2,1594,1,1594,10523,2,160462826
134,2,348,1,348,9321,2,160462826
135,2,3192,1,3192,7392,2,160462826
136,2,2911,1,2911,2325,2,160462826
137,2,4694,1,4694,677,2,160462826
138,2,12670,1,12670,25969,2,160462826
139,2,1470,3,1470,878,2,160462826
140,2,94,1,94,744,2,160462826
141,2,3372,1,3372,17876,2,160462826
142,2,1495,2,1495,853,2,160462826
143,2,1245,1,1245,913,2,160462826
144,2,237,1,237,395,2,160462826
145,2,5529,1,5529,806,2,160462826
146,2,2201,1,2201,9293,2,160462826
147,2,3485,1,3485,13970,2,160462826
148,2,4149,1,4149,22511,2,160462826
149,2,234,1,234,41,2,160462826
150,2,11544,1,11544,11276,2,160462826
151,2,7037,1,7037,2806,2,160462826
152,2,61,5,61,859,2,160462826
153,2,1084,1,1084,318,2,160462826
154,2,453,1,453,320,2,160462826
155,2,1324,1,1324,20248,2,160462826
156,2,1005,1,1005,306,2,160462826
157,2,192,1,192,1223,2,160462826
158,2,2177,1,2177,4210,2,160462826
159,2,1568,3,1568,869,2,160462826
160,2,1069,4,1069,312,2,160462826
161,2,9014,1,9014,17302,2,160462826
162,2,4112,1,4112,25973,2,160462826
163,2,21017,1,21017,38900,2,160462826
164,2,774,1,774,2190,2,160462826
165,2,697,1,697,4206,2,160462826
166,2,874,1,874,1191,2,160462826
167,2,300,1,300,808,2,160462826
168,2,104,1,104,780,2,160462826
169,2,413,1,413,756,2,160462826
170,2,2355,1,2355,925,2,160462826
171,2,716,1,716,1131,2,160462826
172,2,923,1,923,738,2,160462826
173,2,763,2,763,304,2,160462826
174,2,1048,1,1048,873,2,160462826
175,2,10019,1,10019,794,2,160462826
176,2,5836,1,5836,4220,2,160462826
